Date,Component,Avg_Price,Source
3/23/2021,2TB_NVME_GEN4,336.65,Pangoly_History
3/24/2021,2TB_NVME_GEN4,336.65,Pangoly_History
3/25/2021,2TB_NVME_GEN4,336.65,Pangoly_History
3/26/2021,2TB_NVME_GEN4,340.61,Pangoly_History
3/27/2021,2TB_NVME_GEN4,340.61,Pangoly_History
3/28/2021,2TB_NVME_GEN4,340.61,Pangoly_History
3/29/2021,2TB_NVME_GEN4,340.61,Pangoly_History
3/30/2021,2TB_NVME_GEN4,347.93,Pangoly_History
3/31/2021,2TB_NVME_GEN4,347.34,Pangoly_History
4/1/2021,2TB_NVME_GEN4,354.43,Pangoly_History
4/2/2021,2TB_NVME_GEN4,336.55,Pangoly_History
4/3/2021,2TB_NVME_GEN4,334.05,Pangoly_History
4/4/2021,2TB_NVME_GEN4,334.05,Pangoly_History
4/5/2021,2TB_NVME_GEN4,338.99,Pangoly_History
4/6/2021,2TB_NVME_GEN4,338.99,Pangoly_History
4/7/2021,2TB_NVME_GEN4,338.99,Pangoly_History
4/8/2021,2TB_NVME_GEN4,338.99,Pangoly_History
4/9/2021,2TB_NVME_GEN4,338.99,Pangoly_History
4/10/2021,2TB_NVME_GEN4,331.14,Pangoly_History
4/11/2021,2TB_NVME_GEN4,329.6,Pangoly_History
4/12/2021,2TB_NVME_GEN4,332.68,Pangoly_History
4/13/2021,2TB_NVME_GEN4,325.76,Pangoly_History
4/14/2021,2TB_NVME_GEN4,327.65,Pangoly_History
4/15/2021,2TB_NVME_GEN4,330.87,Pangoly_History
4/16/2021,2TB_NVME_GEN4,324.63,Pangoly_History
4/17/2021,2TB_NVME_GEN4,330.28,Pangoly_History
4/18/2021,2TB_NVME_GEN4,340.82,Pangoly_History
4/19/2021,2TB_NVME_GEN4,343.6,Pangoly_History
4/20/2021,2TB_NVME_GEN4,343.04,Pangoly_History
4/21/2021,2TB_NVME_GEN4,341.46,Pangoly_History
4/22/2021,2TB_NVME_GEN4,359.37,Pangoly_History
4/23/2021,2TB_NVME_GEN4,353.88,Pangoly_History
4/24/2021,2TB_NVME_GEN4,352.21,Pangoly_History
4/25/2021,2TB_NVME_GEN4,352.09,Pangoly_History
4/26/2021,2TB_NVME_GEN4,361.66,Pangoly_History
4/27/2021,2TB_NVME_GEN4,347.99,Pangoly_History
4/28/2021,2TB_NVME_GEN4,361,Pangoly_History
4/29/2021,2TB_NVME_GEN4,369.52,Pangoly_History
4/30/2021,2TB_NVME_GEN4,362.9,Pangoly_History
5/1/2021,2TB_NVME_GEN4,362.61,Pangoly_History
5/2/2021,2TB_NVME_GEN4,353.88,Pangoly_History
5/3/2021,2TB_NVME_GEN4,348.32,Pangoly_History
5/4/2021,2TB_NVME_GEN4,359.06,Pangoly_History
5/5/2021,2TB_NVME_GEN4,361.46,Pangoly_History
5/6/2021,2TB_NVME_GEN4,368.7,Pangoly_History
5/7/2021,2TB_NVME_GEN4,369.82,Pangoly_History
5/8/2021,2TB_NVME_GEN4,371.2,Pangoly_History
5/9/2021,2TB_NVME_GEN4,370.66,Pangoly_History
5/10/2021,2TB_NVME_GEN4,364.66,Pangoly_History
5/11/2021,2TB_NVME_GEN4,363.13,Pangoly_History
5/12/2021,2TB_NVME_GEN4,368.78,Pangoly_History
5/13/2021,2TB_NVME_GEN4,367.67,Pangoly_History
5/14/2021,2TB_NVME_GEN4,356.79,Pangoly_History
5/15/2021,2TB_NVME_GEN4,371.04,Pangoly_History
5/16/2021,2TB_NVME_GEN4,365.24,Pangoly_History
5/17/2021,2TB_NVME_GEN4,363.13,Pangoly_History
5/18/2021,2TB_NVME_GEN4,370.26,Pangoly_History
5/19/2021,2TB_NVME_GEN4,375.86,Pangoly_History
5/20/2021,2TB_NVME_GEN4,369.74,Pangoly_History
5/21/2021,2TB_NVME_GEN4,373.06,Pangoly_History
5/22/2021,2TB_NVME_GEN4,368.71,Pangoly_History
5/23/2021,2TB_NVME_GEN4,358.5,Pangoly_History
5/24/2021,2TB_NVME_GEN4,358.42,Pangoly_History
5/25/2021,2TB_NVME_GEN4,360.06,Pangoly_History
5/26/2021,2TB_NVME_GEN4,363.91,Pangoly_History
5/27/2021,2TB_NVME_GEN4,377.2,Pangoly_History
5/28/2021,2TB_NVME_GEN4,372.8,Pangoly_History
5/29/2021,2TB_NVME_GEN4,353,Pangoly_History
5/30/2021,2TB_NVME_GEN4,353,Pangoly_History
5/31/2021,2TB_NVME_GEN4,358.61,Pangoly_History
6/1/2021,2TB_NVME_GEN4,366.23,Pangoly_History
6/2/2021,2TB_NVME_GEN4,383.55,Pangoly_History
6/3/2021,2TB_NVME_GEN4,382.55,Pangoly_History
6/4/2021,2TB_NVME_GEN4,390.8,Pangoly_History
6/5/2021,2TB_NVME_GEN4,392.94,Pangoly_History
6/6/2021,2TB_NVME_GEN4,400.79,Pangoly_History
6/7/2021,2TB_NVME_GEN4,400.04,Pangoly_History
6/8/2021,2TB_NVME_GEN4,394.7,Pangoly_History
6/9/2021,2TB_NVME_GEN4,411.62,Pangoly_History
6/10/2021,2TB_NVME_GEN4,411.62,Pangoly_History
6/11/2021,2TB_NVME_GEN4,396.82,Pangoly_History
6/12/2021,2TB_NVME_GEN4,409.88,Pangoly_History
6/13/2021,2TB_NVME_GEN4,400.38,Pangoly_History
6/14/2021,2TB_NVME_GEN4,392.79,Pangoly_History
6/15/2021,2TB_NVME_GEN4,392.82,Pangoly_History
6/16/2021,2TB_NVME_GEN4,393.1,Pangoly_History
6/17/2021,2TB_NVME_GEN4,392.73,Pangoly_History
6/18/2021,2TB_NVME_GEN4,392.65,Pangoly_History
6/19/2021,2TB_NVME_GEN4,391.89,Pangoly_History
6/20/2021,2TB_NVME_GEN4,394.53,Pangoly_History
6/21/2021,2TB_NVME_GEN4,390.99,Pangoly_History
6/22/2021,2TB_NVME_GEN4,396.4,Pangoly_History
6/23/2021,2TB_NVME_GEN4,399.59,Pangoly_History
6/24/2021,2TB_NVME_GEN4,409.63,Pangoly_History
6/25/2021,2TB_NVME_GEN4,408.27,Pangoly_History
6/26/2021,2TB_NVME_GEN4,408.27,Pangoly_History
6/27/2021,2TB_NVME_GEN4,403.07,Pangoly_History
6/28/2021,2TB_NVME_GEN4,403.08,Pangoly_History
6/29/2021,2TB_NVME_GEN4,401.86,Pangoly_History
6/30/2021,2TB_NVME_GEN4,408.46,Pangoly_History
7/1/2021,2TB_NVME_GEN4,413.1,Pangoly_History
7/2/2021,2TB_NVME_GEN4,406.18,Pangoly_History
7/3/2021,2TB_NVME_GEN4,408.84,Pangoly_History
7/4/2021,2TB_NVME_GEN4,409.67,Pangoly_History
7/5/2021,2TB_NVME_GEN4,409.37,Pangoly_History
7/6/2021,2TB_NVME_GEN4,410.32,Pangoly_History
7/7/2021,2TB_NVME_GEN4,404.48,Pangoly_History
7/8/2021,2TB_NVME_GEN4,400.1,Pangoly_History
7/9/2021,2TB_NVME_GEN4,392.84,Pangoly_History
7/10/2021,2TB_NVME_GEN4,387.43,Pangoly_History
7/11/2021,2TB_NVME_GEN4,388.23,Pangoly_History
7/12/2021,2TB_NVME_GEN4,388.27,Pangoly_History
7/13/2021,2TB_NVME_GEN4,388.27,Pangoly_History
7/14/2021,2TB_NVME_GEN4,388.27,Pangoly_History
7/15/2021,2TB_NVME_GEN4,387.47,Pangoly_History
7/16/2021,2TB_NVME_GEN4,384.23,Pangoly_History
7/17/2021,2TB_NVME_GEN4,388.26,Pangoly_History
7/18/2021,2TB_NVME_GEN4,384.02,Pangoly_History
7/19/2021,2TB_NVME_GEN4,386.25,Pangoly_History
7/20/2021,2TB_NVME_GEN4,384.43,Pangoly_History
7/21/2021,2TB_NVME_GEN4,384.43,Pangoly_History
7/22/2021,2TB_NVME_GEN4,384.43,Pangoly_History
7/23/2021,2TB_NVME_GEN4,384.69,Pangoly_History
7/24/2021,2TB_NVME_GEN4,378.6,Pangoly_History
7/25/2021,2TB_NVME_GEN4,378.99,Pangoly_History
7/26/2021,2TB_NVME_GEN4,378.34,Pangoly_History
7/27/2021,2TB_NVME_GEN4,380.53,Pangoly_History
7/28/2021,2TB_NVME_GEN4,380.45,Pangoly_History
7/29/2021,2TB_NVME_GEN4,380.53,Pangoly_History
7/30/2021,2TB_NVME_GEN4,380.53,Pangoly_History
7/31/2021,2TB_NVME_GEN4,375.72,Pangoly_History
8/1/2021,2TB_NVME_GEN4,373.04,Pangoly_History
8/2/2021,2TB_NVME_GEN4,366.76,Pangoly_History
8/3/2021,2TB_NVME_GEN4,366.41,Pangoly_History
8/4/2021,2TB_NVME_GEN4,363.95,Pangoly_History
8/5/2021,2TB_NVME_GEN4,363.92,Pangoly_History
8/6/2021,2TB_NVME_GEN4,361.88,Pangoly_History
8/7/2021,2TB_NVME_GEN4,361.51,Pangoly_History
8/8/2021,2TB_NVME_GEN4,356.33,Pangoly_History
8/9/2021,2TB_NVME_GEN4,355.77,Pangoly_History
8/10/2021,2TB_NVME_GEN4,359.47,Pangoly_History
8/11/2021,2TB_NVME_GEN4,357.73,Pangoly_History
8/12/2021,2TB_NVME_GEN4,357.73,Pangoly_History
8/13/2021,2TB_NVME_GEN4,356.25,Pangoly_History
8/14/2021,2TB_NVME_GEN4,356.25,Pangoly_History
8/15/2021,2TB_NVME_GEN4,352.62,Pangoly_History
8/16/2021,2TB_NVME_GEN4,352.25,Pangoly_History
8/17/2021,2TB_NVME_GEN4,350.25,Pangoly_History
8/18/2021,2TB_NVME_GEN4,346.02,Pangoly_History
8/19/2021,2TB_NVME_GEN4,346.02,Pangoly_History
8/20/2021,2TB_NVME_GEN4,345.99,Pangoly_History
8/21/2021,2TB_NVME_GEN4,345.96,Pangoly_History
8/22/2021,2TB_NVME_GEN4,340.22,Pangoly_History
8/23/2021,2TB_NVME_GEN4,336.86,Pangoly_History
8/24/2021,2TB_NVME_GEN4,336.86,Pangoly_History
8/25/2021,2TB_NVME_GEN4,336.86,Pangoly_History
8/26/2021,2TB_NVME_GEN4,336.86,Pangoly_History
8/27/2021,2TB_NVME_GEN4,335.49,Pangoly_History
8/28/2021,2TB_NVME_GEN4,336.83,Pangoly_History
8/29/2021,2TB_NVME_GEN4,338.16,Pangoly_History
8/30/2021,2TB_NVME_GEN4,337.49,Pangoly_History
8/31/2021,2TB_NVME_GEN4,341.76,Pangoly_History
9/1/2021,2TB_NVME_GEN4,338.36,Pangoly_History
9/2/2021,2TB_NVME_GEN4,338.36,Pangoly_History
9/3/2021,2TB_NVME_GEN4,338.69,Pangoly_History
9/4/2021,2TB_NVME_GEN4,338.66,Pangoly_History
9/5/2021,2TB_NVME_GEN4,338.66,Pangoly_History
9/6/2021,2TB_NVME_GEN4,337.66,Pangoly_History
9/7/2021,2TB_NVME_GEN4,337.66,Pangoly_History
9/8/2021,2TB_NVME_GEN4,337.66,Pangoly_History
9/9/2021,2TB_NVME_GEN4,337.73,Pangoly_History
9/10/2021,2TB_NVME_GEN4,333.41,Pangoly_History
9/11/2021,2TB_NVME_GEN4,331.96,Pangoly_History
9/12/2021,2TB_NVME_GEN4,331.96,Pangoly_History
9/13/2021,2TB_NVME_GEN4,330.3,Pangoly_History
9/14/2021,2TB_NVME_GEN4,329.58,Pangoly_History
9/15/2021,2TB_NVME_GEN4,330.1,Pangoly_History
9/16/2021,2TB_NVME_GEN4,332.69,Pangoly_History
9/17/2021,2TB_NVME_GEN4,332.69,Pangoly_History
9/18/2021,2TB_NVME_GEN4,332.69,Pangoly_History
9/19/2021,2TB_NVME_GEN4,336.48,Pangoly_History
9/20/2021,2TB_NVME_GEN4,336.51,Pangoly_History
9/21/2021,2TB_NVME_GEN4,336.51,Pangoly_History
9/22/2021,2TB_NVME_GEN4,335.25,Pangoly_History
9/23/2021,2TB_NVME_GEN4,335.25,Pangoly_History
9/24/2021,2TB_NVME_GEN4,335.25,Pangoly_History
9/25/2021,2TB_NVME_GEN4,338.65,Pangoly_History
9/26/2021,2TB_NVME_GEN4,340.91,Pangoly_History
9/27/2021,2TB_NVME_GEN4,340.91,Pangoly_History
9/28/2021,2TB_NVME_GEN4,340.91,Pangoly_History
9/29/2021,2TB_NVME_GEN4,337.42,Pangoly_History
9/30/2021,2TB_NVME_GEN4,346.83,Pangoly_History
10/1/2021,2TB_NVME_GEN4,341.66,Pangoly_History
10/2/2021,2TB_NVME_GEN4,342.24,Pangoly_History
10/3/2021,2TB_NVME_GEN4,339.78,Pangoly_History
10/4/2021,2TB_NVME_GEN4,339.86,Pangoly_History
10/5/2021,2TB_NVME_GEN4,339.86,Pangoly_History
10/6/2021,2TB_NVME_GEN4,341.75,Pangoly_History
10/7/2021,2TB_NVME_GEN4,338.85,Pangoly_History
10/8/2021,2TB_NVME_GEN4,341.88,Pangoly_History
10/9/2021,2TB_NVME_GEN4,342.69,Pangoly_History
10/10/2021,2TB_NVME_GEN4,342.69,Pangoly_History
10/11/2021,2TB_NVME_GEN4,342.69,Pangoly_History
10/12/2021,2TB_NVME_GEN4,341.34,Pangoly_History
10/13/2021,2TB_NVME_GEN4,337.96,Pangoly_History
10/14/2021,2TB_NVME_GEN4,337.63,Pangoly_History
10/15/2021,2TB_NVME_GEN4,342.24,Pangoly_History
10/16/2021,2TB_NVME_GEN4,342.19,Pangoly_History
10/17/2021,2TB_NVME_GEN4,342.19,Pangoly_History
10/18/2021,2TB_NVME_GEN4,341.74,Pangoly_History
10/19/2021,2TB_NVME_GEN4,338.19,Pangoly_History
10/20/2021,2TB_NVME_GEN4,337.11,Pangoly_History
10/21/2021,2TB_NVME_GEN4,337.46,Pangoly_History
10/22/2021,2TB_NVME_GEN4,335.79,Pangoly_History
10/23/2021,2TB_NVME_GEN4,348.57,Pangoly_History
10/24/2021,2TB_NVME_GEN4,346.16,Pangoly_History
10/25/2021,2TB_NVME_GEN4,344.89,Pangoly_History
10/26/2021,2TB_NVME_GEN4,345.08,Pangoly_History
10/27/2021,2TB_NVME_GEN4,342.52,Pangoly_History
10/28/2021,2TB_NVME_GEN4,341.23,Pangoly_History
10/29/2021,2TB_NVME_GEN4,341.23,Pangoly_History
10/30/2021,2TB_NVME_GEN4,348,Pangoly_History
10/31/2021,2TB_NVME_GEN4,353.51,Pangoly_History
11/1/2021,2TB_NVME_GEN4,354.34,Pangoly_History
11/2/2021,2TB_NVME_GEN4,345.85,Pangoly_History
11/3/2021,2TB_NVME_GEN4,343.87,Pangoly_History
11/4/2021,2TB_NVME_GEN4,349.42,Pangoly_History
11/5/2021,2TB_NVME_GEN4,345.15,Pangoly_History
11/6/2021,2TB_NVME_GEN4,346.96,Pangoly_History
11/7/2021,2TB_NVME_GEN4,344.43,Pangoly_History
11/8/2021,2TB_NVME_GEN4,340.93,Pangoly_History
11/9/2021,2TB_NVME_GEN4,345.22,Pangoly_History
11/10/2021,2TB_NVME_GEN4,347.44,Pangoly_History
11/11/2021,2TB_NVME_GEN4,342.05,Pangoly_History
11/12/2021,2TB_NVME_GEN4,341.3,Pangoly_History
11/13/2021,2TB_NVME_GEN4,349.44,Pangoly_History
11/14/2021,2TB_NVME_GEN4,336.27,Pangoly_History
11/15/2021,2TB_NVME_GEN4,345.55,Pangoly_History
11/16/2021,2TB_NVME_GEN4,352.32,Pangoly_History
11/17/2021,2TB_NVME_GEN4,340.45,Pangoly_History
11/18/2021,2TB_NVME_GEN4,341.15,Pangoly_History
11/19/2021,2TB_NVME_GEN4,337.18,Pangoly_History
11/20/2021,2TB_NVME_GEN4,335.29,Pangoly_History
11/21/2021,2TB_NVME_GEN4,350.41,Pangoly_History
11/22/2021,2TB_NVME_GEN4,328.26,Pangoly_History
11/23/2021,2TB_NVME_GEN4,334.41,Pangoly_History
11/24/2021,2TB_NVME_GEN4,332.21,Pangoly_History
11/25/2021,2TB_NVME_GEN4,340.4,Pangoly_History
11/26/2021,2TB_NVME_GEN4,340.31,Pangoly_History
11/27/2021,2TB_NVME_GEN4,339.84,Pangoly_History
11/28/2021,2TB_NVME_GEN4,335.18,Pangoly_History
11/29/2021,2TB_NVME_GEN4,326.25,Pangoly_History
11/30/2021,2TB_NVME_GEN4,327.85,Pangoly_History
12/1/2021,2TB_NVME_GEN4,338.85,Pangoly_History
12/2/2021,2TB_NVME_GEN4,333.34,Pangoly_History
12/3/2021,2TB_NVME_GEN4,328.6,Pangoly_History
12/4/2021,2TB_NVME_GEN4,337.89,Pangoly_History
12/5/2021,2TB_NVME_GEN4,340.18,Pangoly_History
12/6/2021,2TB_NVME_GEN4,340.49,Pangoly_History
12/7/2021,2TB_NVME_GEN4,324.09,Pangoly_History
12/8/2021,2TB_NVME_GEN4,329.21,Pangoly_History
12/9/2021,2TB_NVME_GEN4,321.32,Pangoly_History
12/10/2021,2TB_NVME_GEN4,323.5,Pangoly_History
12/11/2021,2TB_NVME_GEN4,327.12,Pangoly_History
12/12/2021,2TB_NVME_GEN4,326.36,Pangoly_History
12/13/2021,2TB_NVME_GEN4,327.11,Pangoly_History
12/14/2021,2TB_NVME_GEN4,325.63,Pangoly_History
12/15/2021,2TB_NVME_GEN4,321.08,Pangoly_History
12/16/2021,2TB_NVME_GEN4,322.62,Pangoly_History
12/17/2021,2TB_NVME_GEN4,312.03,Pangoly_History
12/18/2021,2TB_NVME_GEN4,307.34,Pangoly_History
12/19/2021,2TB_NVME_GEN4,325.19,Pangoly_History
12/20/2021,2TB_NVME_GEN4,302.9,Pangoly_History
12/21/2021,2TB_NVME_GEN4,316.45,Pangoly_History
12/22/2021,2TB_NVME_GEN4,315.5,Pangoly_History
12/23/2021,2TB_NVME_GEN4,315.6,Pangoly_History
12/24/2021,2TB_NVME_GEN4,315.6,Pangoly_History
12/25/2021,2TB_NVME_GEN4,329.09,Pangoly_History
12/26/2021,2TB_NVME_GEN4,332.14,Pangoly_History
12/27/2021,2TB_NVME_GEN4,332.63,Pangoly_History
12/28/2021,2TB_NVME_GEN4,330.56,Pangoly_History
12/29/2021,2TB_NVME_GEN4,328.99,Pangoly_History
12/30/2021,2TB_NVME_GEN4,328.5,Pangoly_History
12/31/2021,2TB_NVME_GEN4,329.86,Pangoly_History
1/1/2022,2TB_NVME_GEN4,334.06,Pangoly_History
1/2/2022,2TB_NVME_GEN4,336.16,Pangoly_History
1/3/2022,2TB_NVME_GEN4,329.32,Pangoly_History
1/4/2022,2TB_NVME_GEN4,330.88,Pangoly_History
1/5/2022,2TB_NVME_GEN4,335.3,Pangoly_History
1/6/2022,2TB_NVME_GEN4,334.39,Pangoly_History
1/7/2022,2TB_NVME_GEN4,335.35,Pangoly_History
1/8/2022,2TB_NVME_GEN4,334.44,Pangoly_History
1/9/2022,2TB_NVME_GEN4,343.28,Pangoly_History
1/10/2022,2TB_NVME_GEN4,342.03,Pangoly_History
1/11/2022,2TB_NVME_GEN4,337.4,Pangoly_History
1/12/2022,2TB_NVME_GEN4,337.64,Pangoly_History
1/13/2022,2TB_NVME_GEN4,335.48,Pangoly_History
1/14/2022,2TB_NVME_GEN4,330.4,Pangoly_History
1/15/2022,2TB_NVME_GEN4,329.15,Pangoly_History
1/16/2022,2TB_NVME_GEN4,330.71,Pangoly_History
1/17/2022,2TB_NVME_GEN4,330.41,Pangoly_History
1/18/2022,2TB_NVME_GEN4,319.59,Pangoly_History
1/19/2022,2TB_NVME_GEN4,319.09,Pangoly_History
1/20/2022,2TB_NVME_GEN4,321.91,Pangoly_History
1/21/2022,2TB_NVME_GEN4,321.91,Pangoly_History
1/22/2022,2TB_NVME_GEN4,324.48,Pangoly_History
1/23/2022,2TB_NVME_GEN4,320.7,Pangoly_History
1/24/2022,2TB_NVME_GEN4,325.21,Pangoly_History
1/25/2022,2TB_NVME_GEN4,319.75,Pangoly_History
1/26/2022,2TB_NVME_GEN4,320.46,Pangoly_History
1/27/2022,2TB_NVME_GEN4,316.42,Pangoly_History
1/28/2022,2TB_NVME_GEN4,316.44,Pangoly_History
1/29/2022,2TB_NVME_GEN4,324.37,Pangoly_History
1/30/2022,2TB_NVME_GEN4,321.02,Pangoly_History
1/31/2022,2TB_NVME_GEN4,320.11,Pangoly_History
2/1/2022,2TB_NVME_GEN4,318.58,Pangoly_History
2/2/2022,2TB_NVME_GEN4,320.85,Pangoly_History
2/3/2022,2TB_NVME_GEN4,321.61,Pangoly_History
2/4/2022,2TB_NVME_GEN4,320.64,Pangoly_History
2/5/2022,2TB_NVME_GEN4,312.9,Pangoly_History
2/6/2022,2TB_NVME_GEN4,321,Pangoly_History
2/7/2022,2TB_NVME_GEN4,312.77,Pangoly_History
2/8/2022,2TB_NVME_GEN4,312.34,Pangoly_History
2/9/2022,2TB_NVME_GEN4,303.09,Pangoly_History
2/10/2022,2TB_NVME_GEN4,301.53,Pangoly_History
2/11/2022,2TB_NVME_GEN4,309.8,Pangoly_History
2/12/2022,2TB_NVME_GEN4,322.57,Pangoly_History
2/13/2022,2TB_NVME_GEN4,319.21,Pangoly_History
2/14/2022,2TB_NVME_GEN4,307.91,Pangoly_History
2/15/2022,2TB_NVME_GEN4,315.2,Pangoly_History
2/16/2022,2TB_NVME_GEN4,306.68,Pangoly_History
2/17/2022,2TB_NVME_GEN4,305.39,Pangoly_History
2/18/2022,2TB_NVME_GEN4,305.37,Pangoly_History
2/19/2022,2TB_NVME_GEN4,302.89,Pangoly_History
2/20/2022,2TB_NVME_GEN4,303.67,Pangoly_History
2/21/2022,2TB_NVME_GEN4,318.1,Pangoly_History
2/22/2022,2TB_NVME_GEN4,307.28,Pangoly_History
2/23/2022,2TB_NVME_GEN4,317.02,Pangoly_History
2/24/2022,2TB_NVME_GEN4,307.39,Pangoly_History
2/25/2022,2TB_NVME_GEN4,304.4,Pangoly_History
2/26/2022,2TB_NVME_GEN4,316.05,Pangoly_History
2/27/2022,2TB_NVME_GEN4,313.74,Pangoly_History
2/28/2022,2TB_NVME_GEN4,321.48,Pangoly_History
3/1/2022,2TB_NVME_GEN4,318.61,Pangoly_History
3/2/2022,2TB_NVME_GEN4,314.66,Pangoly_History
3/3/2022,2TB_NVME_GEN4,314.28,Pangoly_History
3/4/2022,2TB_NVME_GEN4,311.35,Pangoly_History
3/5/2022,2TB_NVME_GEN4,308.74,Pangoly_History
3/6/2022,2TB_NVME_GEN4,311.89,Pangoly_History
3/7/2022,2TB_NVME_GEN4,305.07,Pangoly_History
3/8/2022,2TB_NVME_GEN4,304.85,Pangoly_History
3/9/2022,2TB_NVME_GEN4,308.06,Pangoly_History
3/10/2022,2TB_NVME_GEN4,311.19,Pangoly_History
3/11/2022,2TB_NVME_GEN4,310.09,Pangoly_History
3/12/2022,2TB_NVME_GEN4,309.55,Pangoly_History
3/13/2022,2TB_NVME_GEN4,316.36,Pangoly_History
3/14/2022,2TB_NVME_GEN4,309.07,Pangoly_History
3/15/2022,2TB_NVME_GEN4,313.96,Pangoly_History
3/16/2022,2TB_NVME_GEN4,308.08,Pangoly_History
3/17/2022,2TB_NVME_GEN4,309.56,Pangoly_History
3/18/2022,2TB_NVME_GEN4,309.21,Pangoly_History
3/19/2022,2TB_NVME_GEN4,309.31,Pangoly_History
3/20/2022,2TB_NVME_GEN4,311.59,Pangoly_History
3/21/2022,2TB_NVME_GEN4,308.71,Pangoly_History
3/22/2022,2TB_NVME_GEN4,306.28,Pangoly_History
3/23/2022,2TB_NVME_GEN4,307.71,Pangoly_History
3/24/2022,2TB_NVME_GEN4,307.4,Pangoly_History
3/25/2022,2TB_NVME_GEN4,304.09,Pangoly_History
3/26/2022,2TB_NVME_GEN4,310.84,Pangoly_History
3/27/2022,2TB_NVME_GEN4,308.13,Pangoly_History
3/28/2022,2TB_NVME_GEN4,307.69,Pangoly_History
3/29/2022,2TB_NVME_GEN4,307.86,Pangoly_History
3/30/2022,2TB_NVME_GEN4,304.7,Pangoly_History
3/31/2022,2TB_NVME_GEN4,300.24,Pangoly_History
4/1/2022,2TB_NVME_GEN4,302.25,Pangoly_History
4/2/2022,2TB_NVME_GEN4,313.65,Pangoly_History
4/3/2022,2TB_NVME_GEN4,304.46,Pangoly_History
4/4/2022,2TB_NVME_GEN4,301.07,Pangoly_History
4/5/2022,2TB_NVME_GEN4,300.86,Pangoly_History
4/6/2022,2TB_NVME_GEN4,300.71,Pangoly_History
4/7/2022,2TB_NVME_GEN4,299.66,Pangoly_History
4/8/2022,2TB_NVME_GEN4,300.62,Pangoly_History
4/9/2022,2TB_NVME_GEN4,302.56,Pangoly_History
4/10/2022,2TB_NVME_GEN4,300.13,Pangoly_History
4/11/2022,2TB_NVME_GEN4,300.33,Pangoly_History
4/12/2022,2TB_NVME_GEN4,299.96,Pangoly_History
4/13/2022,2TB_NVME_GEN4,299.91,Pangoly_History
4/14/2022,2TB_NVME_GEN4,301.74,Pangoly_History
4/15/2022,2TB_NVME_GEN4,302.47,Pangoly_History
4/16/2022,2TB_NVME_GEN4,308.21,Pangoly_History
4/17/2022,2TB_NVME_GEN4,303.56,Pangoly_History
4/18/2022,2TB_NVME_GEN4,303.21,Pangoly_History
4/19/2022,2TB_NVME_GEN4,298.96,Pangoly_History
4/20/2022,2TB_NVME_GEN4,298.59,Pangoly_History
4/21/2022,2TB_NVME_GEN4,298.12,Pangoly_History
4/22/2022,2TB_NVME_GEN4,298.33,Pangoly_History
4/23/2022,2TB_NVME_GEN4,290.38,Pangoly_History
4/24/2022,2TB_NVME_GEN4,289.77,Pangoly_History
